12/12/2014 (C) FTSE International Limited 2014. All Rights Reserved,,,,,,,,,,
FTSE ESG Ratings (Global) - Pillar,,,,,,,,,,
 ,,,,,,,,,,
Cons Code,SEDOL,Constituent Name,Pillar,Exposure,Previous Exposure,Score,Previous Score,Score (Supersector Relative),Previous Score (Supersector Relative),Time
72287,6123815,1st Intl Bk of Isr 5,Environmental Pillar,1,,1,,2,,2014-12
72287,6123815,1st Intl Bk of Isr 5,Social Pillar,1.66667,,1,,4,,2014-12
72287,6123815,1st Intl Bk of Isr 5,Governance Pillar,2.33333,,2,,3,,2014-12
67874,2889768,3-D Systems         ,Environmental Pillar,2.5,,0,,1,,2014-12
67874,2889768,3-D Systems         ,Social Pillar,2.66667,,0.5,,1,,2014-12
67874,2889768,3-D Systems         ,Governance Pillar,2,,4,,9,,2014-12
30280,B1YW440,3i Group            ,Environmental Pillar,1,,3,,8,,2014-12
30280,B1YW440,3i Group            ,Social Pillar,1,,2.5,,9,,2014-12
30280,B1YW440,3i Group            ,Governance Pillar,2.33333,,3.1,,8,,2014-12
2196,2595708,3M Company          ,Environmental Pillar,2.25,,2.2,,6,,2014-12
2196,2595708,3M Company          ,Social Pillar,2,,2.8,,8,,2014-12
2196,2595708,3M Company          ,Governance Pillar,2.66667,,2.4,,4,,2014-12
30293,6804165,77 Bank             ,Environmental Pillar,1,,2,,4,,2014-12
30293,6804165,77 Bank             ,Social Pillar,2,,0.8,,3,,2014-12
30293,6804165,77 Bank             ,Governance Pillar,2.33333,,2.3,,4,,2014-12
321,4253048,A P Moller - Maersk ,Environmental Pillar,3,,2.3,,6,,2014-12
321,4253048,A P Moller - Maersk ,Social Pillar,3,,2.7,,8,,2014-12
321,4253048,A P Moller - Maersk ,Governance Pillar,2.75,,4,,9,,2014-12
10141,4253059,A P Moller Maersk A ,Environmental Pillar,3,,2.3,,6,,2014-12
10141,4253059,A P Moller Maersk A ,Social Pillar,3,,2.7,,8,,2014-12
10141,4253059,A P Moller Maersk A ,Governance Pillar,2.75,,4,,9,,2014-12
4159,B85LKS1,AAC Technologies Hol,Environmental Pillar,2.25,,0.4,,2,,2014-12
4159,B85LKS1,AAC Technologies Hol,Social Pillar,2.5,,0,,1,,2014-12
4159,B85LKS1,AAC Technologies Hol,Governance Pillar,2.33333,,2,,3,,2014-12
34373,7108899,ABB                 ,Environmental Pillar,2.8,,3.4,,9,,2014-12
34373,7108899,ABB                 ,Social Pillar,2.75,,3.5,,10,,2014-12
34373,7108899,ABB                 ,Governance Pillar,2.75,,3.1,,6,,2014-12
1886,2002305,Abbott Laboratories ,Environmental Pillar,2.5,,3.6,,7,,2014-12
1886,2002305,Abbott Laboratories ,Social Pillar,2.8,,2.8,,8,,2014-12
1886,2002305,Abbott Laboratories ,Governance Pillar,2.75,,2.3,,3,,2014-12
143836,B92SR70,AbbVie Inc          ,Environmental Pillar,2,,4,,8,,2014-12
143836,B92SR70,AbbVie Inc          ,Social Pillar,2,,3,,8,,2014-12
143836,B92SR70,AbbVie Inc          ,Governance Pillar,2.66667,,2.8,,5,,2014-12
53817,6292102,ABC-Mart            ,Environmental Pillar,2,,0.2,,1,,2014-12
53817,6292102,ABC-Mart            ,Social Pillar,2,,0.2,,1,,2014-12
53817,6292102,ABC-Mart            ,Governance Pillar,2,,2,,3,,2014-12
33675,3128,Aberdeen Asset Manag,Environmental Pillar,1,,4,,9,,2014-12
33675,3128,Aberdeen Asset Manag,Social Pillar,2,,2.7,,9,,2014-12
33675,3128,Aberdeen Asset Manag,Governance Pillar,2.75,,2.5,,4,,2014-12
20322,4065663,Abertis Infraestruct,Environmental Pillar,2.66667,,2.6,,7,,2014-12
20322,4065663,Abertis Infraestruct,Social Pillar,2.25,,2.3,,6,,2014-12
20322,4065663,Abertis Infraestruct,Governance Pillar,2,,2,,3,,2014-12
85001,B4BNMY3,Accenture Cl A      ,Environmental Pillar,2,,3.5,,9,,2014-12
85001,B4BNMY3,Accenture Cl A      ,Social Pillar,2,,3.4,,10,,2014-12
85001,B4BNMY3,Accenture Cl A      ,Governance Pillar,2.66667,,2.4,,4,,2014-12
20331,5579107,Acciona S.A.        ,Environmental Pillar,2.75,,4,,10,,2014-12
20331,5579107,Acciona S.A.        ,Social Pillar,3,,4.5,,10,,2014-12
20331,5579107,Acciona S.A.        ,Governance Pillar,2.33333,,3.6,,9,,2014-12
365,5852842,Accor               ,Environmental Pillar,2.5,,4.1,,10,,2014-12
365,5852842,Accor               ,Social Pillar,2.75,,3.8,,10,,2014-12
365,5852842,Accor               ,Governance Pillar,2,,4,,8,,2014-12
69406,B3BQMF6,Ace Ltd             ,Environmental Pillar,1,,3,,7,,2014-12
69406,B3BQMF6,Ace Ltd             ,Social Pillar,2,,0.2,,1,,2014-12
69406,B3BQMF6,Ace Ltd             ,Governance Pillar,2.33333,,3.1,,8,,2014-12
20329,B01ZVZ5,Acerinox            ,Environmental Pillar,3,,2,,4,,2014-12
20329,B01ZVZ5,Acerinox            ,Social Pillar,3,,2.7,,6,,2014-12
20329,B01ZVZ5,Acerinox            ,Governance Pillar,2.75,,2.4,,3,,2014-12
30562,6049784,Acom                ,Environmental Pillar,2,,0.3,,1,,2014-12
30562,6049784,Acom                ,Social Pillar,2,,1.2,,5,,2014-12
30562,6049784,Acom                ,Governance Pillar,2.33333,,1.7,,2,,2014-12
39369,B01FLQ6,ACS Activ Cons y Srv,Environmental Pillar,2.5,,2.9,,8,,2014-12
39369,B01FLQ6,ACS Activ Cons y Srv,Social Pillar,3,,3,,9,,2014-12
39369,B01FLQ6,ACS Activ Cons y Srv,Governance Pillar,2.75,,2.5,,5,,2014-12
39527,BD1NQJ9,Actavis             ,Environmental Pillar,2,,0,,1,,2014-12
39527,BD1NQJ9,Actavis             ,Social Pillar,2,,1.8,,5,,2014-12
39527,BD1NQJ9,Actavis             ,Governance Pillar,2,,4,,9,,2014-12
62525,B1YD5Q2,Actelion Hldg N     ,Environmental Pillar,2,,1,,3,,2014-12
62525,B1YD5Q2,Actelion Hldg N     ,Social Pillar,1.5,,1.7,,5,,2014-12
62525,B1YD5Q2,Actelion Hldg N     ,Governance Pillar,2.66667,,2.4,,4,,2014-12
66708,2575818,Activision Blizzard ,Environmental Pillar,2,,1,,2,,2014-12
66708,2575818,Activision Blizzard ,Social Pillar,2.66667,,1.5,,4,,2014-12
66708,2575818,Activision Blizzard ,Governance Pillar,2,,4,,9,,2014-12
1464,7110720,Adecco              ,Environmental Pillar,1,,5,,10,,2014-12
1464,7110720,Adecco              ,Social Pillar,1.5,,4.3,,10,,2014-12
1464,7110720,Adecco              ,Governance Pillar,2.33333,,3.7,,8,,2014-12
39662,6006886,Adelaide Brighton   ,Environmental Pillar,2.33333,,1.6,,5,,2014-12
39662,6006886,Adelaide Brighton   ,Social Pillar,2,,2,,6,,2014-12
39662,6006886,Adelaide Brighton   ,Governance Pillar,2,,3.5,,9,,2014-12
30393,4031976,Adidas              ,Environmental Pillar,2.33333,,4.7,,10,,2014-12
30393,4031976,Adidas              ,Social Pillar,2.5,,4.7,,10,,2014-12
30393,4031976,Adidas              ,Governance Pillar,2.33333,,3.4,,8,,2014-12
88747,B02J639,Admiral Group       ,Environmental Pillar,1,,2,,5,,2014-12
88747,B02J639,Admiral Group       ,Social Pillar,1,,2.5,,9,,2014-12
88747,B02J639,Admiral Group       ,Governance Pillar,2.33333,,2.3,,3,,2014-12
2935,2008154,Adobe Systems Inc   ,Environmental Pillar,1,,5,,10,,2014-12
2935,2008154,Adobe Systems Inc   ,Social Pillar,1.5,,1.7,,4,,2014-12
2935,2008154,Adobe Systems Inc   ,Governance Pillar,2.33333,,2.3,,3,,2014-12
141863,B7XWRM2,ADT Corporation     ,Environmental Pillar,2,,1.3,,4,,2014-12
141863,B7XWRM2,ADT Corporation     ,Social Pillar,1.75,,2,,6,,2014-12
141863,B7XWRM2,ADT Corporation     ,Governance Pillar,2,,4,,9,,2014-12
74012,2822019,Advance Auto Parts  ,Environmental Pillar,2,,0.3,,2,,2014-12
74012,2822019,Advance Auto Parts  ,Social Pillar,2,,0.5,,2,,2014-12
74012,2822019,Advance Auto Parts  ,Governance Pillar,2,,5,,9,,2014-12
30563,6870490,Advantest Corp      ,Environmental Pillar,2.25,,2.9,,6,,2014-12
30563,6870490,Advantest Corp      ,Social Pillar,2.5,,1.9,,5,,2014-12
30563,6870490,Advantest Corp      ,Governance Pillar,2,,2.5,,4,,2014-12
1171,5927375,Aegon NV            ,Environmental Pillar,1,,4,,8,,2014-12
1171,5927375,Aegon NV            ,Social Pillar,2,,3.3,,10,,2014-12
1171,5927375,Aegon NV            ,Governance Pillar,2.75,,3.9,,10,,2014-12
790,6480048,Aeon Co             ,Environmental Pillar,2.33333,,2.9,,9,,2014-12
790,6480048,Aeon Co             ,Social Pillar,2.66667,,3.4,,9,,2014-12
790,6480048,Aeon Co             ,Governance Pillar,2,,3,,4,,2014-12
55052,6037734,AEON Financial Servi,Environmental Pillar,2,,0.8,,1,,2014-12
55052,6037734,AEON Financial Servi,Social Pillar,2.2,,0.5,,2,,2014-12
55052,6037734,AEON Financial Servi,Governance Pillar,2.33333,,1.4,,2,,2014-12
76234,6534202,Aeon Mall Co ltd    ,Environmental Pillar,2.25,,0.8,,4,,2014-12
76234,6534202,Aeon Mall Co ltd    ,Social Pillar,2.75,,0.8,,5,,2014-12
76234,6534202,Aeon Mall Co ltd    ,Governance Pillar,2.33333,,1.7,,1,,2014-12
18756,B1HHKD3,AerCap Holdings N.V.,Environmental Pillar,nc,,nc,,nc,,2014-12
18756,B1HHKD3,AerCap Holdings N.V.,Social Pillar,nc,,nc,,nc,,2014-12
18756,B1HHKD3,AerCap Holdings N.V.,Governance Pillar,nc,,nc,,nc,,2014-12
17030,B164FY1,Aeroports de Paris  ,Environmental Pillar,2.66667,,3.4,,9,,2014-12
17030,B164FY1,Aeroports de Paris  ,Social Pillar,2.5,,3,,8,,2014-12
17030,B164FY1,Aeroports de Paris  ,Governance Pillar,2,,3.5,,8,,2014-12
20906,2002479,AES Corp.           ,Environmental Pillar,3,,2.3,,4,,2014-12
20906,2002479,AES Corp.           ,Social Pillar,2.66667,,2.5,,7,,2014-12
20906,2002479,AES Corp.           ,Governance Pillar,2.33333,,3.3,,5,,2014-12
1888,2695921,Aetna               ,Environmental Pillar,1,,4,,8,,2014-12
1888,2695921,Aetna               ,Social Pillar,1.5,,3,,8,,2014-12
1888,2695921,Aetna               ,Governance Pillar,2,,5,,10,,2014-12
69596,2127899,Affiliated Managers ,Environmental Pillar,1,,1,,4,,2014-12
69596,2127899,Affiliated Managers ,Social Pillar,1.66667,,0.4,,2,,2014-12
69596,2127899,Affiliated Managers ,Governance Pillar,2.33333,,2.1,,4,,2014-12
1907,2026361,Aflac               ,Environmental Pillar,1,,5,,10,,2014-12
1907,2026361,Aflac               ,Social Pillar,1.66667,,1,,6,,2014-12
1907,2026361,Aflac               ,Governance Pillar,2.33333,,2.6,,5,,2014-12
20124,B86S2N0,Ageas               ,Environmental Pillar,1,,1,,3,,2014-12
20124,B86S2N0,Ageas               ,Social Pillar,2,,0.8,,5,,2014-12
20124,B86S2N0,Ageas               ,Governance Pillar,2.33333,,3.6,,10,,2014-12
33468,BK1PTB7,Aggreko             ,Environmental Pillar,3,,0.3,,1,,2014-12
33468,BK1PTB7,Aggreko             ,Social Pillar,2.75,,1.1,,3,,2014-12
33468,BK1PTB7,Aggreko             ,Governance Pillar,2.75,,3.1,,6,,2014-12
36422,2520153,Agilent Technologies,Environmental Pillar,2.25,,3.1,,8,,2014-12
36422,2520153,Agilent Technologies,Social Pillar,2.5,,3,,8,,2014-12
36422,2520153,Agilent Technologies,Governance Pillar,2.33333,,2.6,,5,,2014-12
15,BSS7GP5,AGL Energy          ,Environmental Pillar,3,,3,,7,,2014-12
15,BSS7GP5,AGL Energy          ,Social Pillar,2.66667,,3.8,,9,,2014-12
15,BSS7GP5,AGL Energy          ,Governance Pillar,2.33333,,4,,8,,2014-12
155,2009823,Agnico Eagle Mines  ,Environmental Pillar,3,,3.3,,9,,2014-12
155,2009823,Agnico Eagle Mines  ,Social Pillar,3,,3.3,,8,,2014-12
155,2009823,Agnico Eagle Mines  ,Governance Pillar,2.33333,,3.9,,8,,2014-12
20946,2213538,Agrium              ,Environmental Pillar,2.66667,,2.3,,4,,2014-12
20946,2213538,Agrium              ,Social Pillar,1.66667,,2.4,,6,,2014-12
20946,2213538,Agrium              ,Governance Pillar,2,,2.5,,4,,2014-12
1172,BKWP5S5,Ahold               ,Environmental Pillar,2.33333,,4,,10,,2014-12
1172,BKWP5S5,Ahold               ,Social Pillar,2,,4.7,,10,,2014-12
1172,BKWP5S5,Ahold               ,Governance Pillar,2,,5,,9,,2014-12
126343,B4TX8S1,AIA Group Ltd.      ,Environmental Pillar,1,,1,,3,,2014-12
126343,B4TX8S1,AIA Group Ltd.      ,Social Pillar,2,,0.8,,5,,2014-12
126343,B4TX8S1,AIA Group Ltd.      ,Governance Pillar,2.33333,,2.3,,3,,2014-12
36803,6019419,Aiful               ,Environmental Pillar,1,,1,,4,,2014-12
36803,6019419,Aiful               ,Social Pillar,1.66667,,0.4,,2,,2014-12
36803,6019419,Aiful               ,Governance Pillar,2.33333,,1.7,,2,,2014-12
44344,4916039,Air France-KLM      ,Environmental Pillar,3,,4.5,,10,,2014-12
44344,4916039,Air France-KLM      ,Social Pillar,2,,4.2,,10,,2014-12
44344,4916039,Air France-KLM      ,Governance Pillar,2,,4,,8,,2014-12
368,B1YXBJ7,Air Liquide         ,Environmental Pillar,2.66667,,3.3,,8,,2014-12
368,B1YXBJ7,Air Liquide         ,Social Pillar,2,,3.5,,9,,2014-12
368,B1YXBJ7,Air Liquide         ,Governance Pillar,2.33333,,2.7,,5,,2014-12
58963,6426484,Air New Zealand     ,Environmental Pillar,3,,0.5,,2,,2014-12
58963,6426484,Air New Zealand     ,Social Pillar,1.66667,,1,,4,,2014-12
58963,6426484,Air New Zealand     ,Governance Pillar,2,,2,,2,,2014-12
2766,2011602,Air Products & Chem.,Environmental Pillar,2.75,,4.2,,10,,2014-12
2766,2011602,Air Products & Chem.,Social Pillar,2.75,,3.3,,9,,2014-12
2766,2011602,Air Products & Chem.,Governance Pillar,2.66667,,2.8,,6,,2014-12
55505,6441465,Air Water           ,Environmental Pillar,3,,1.5,,2,,2014-12
55505,6441465,Air Water           ,Social Pillar,2.75,,0.5,,2,,2014-12
55505,6441465,Air Water           ,Governance Pillar,2.33333,,1.7,,2,,2014-12
39203,4012250,Airbus Groupe NV    ,Environmental Pillar,2.5,,2.7,,7,,2014-12
39203,4012250,Airbus Groupe NV    ,Social Pillar,2.5,,3.5,,10,,2014-12
39203,4012250,Airbus Groupe NV    ,Governance Pillar,2,,4.5,,10,,2014-12
69412,2011561,Airgas Inc          ,Environmental Pillar,2.66667,,0.4,,1,,2014-12
69412,2011561,Airgas Inc          ,Social Pillar,2.66667,,0.4,,1,,2014-12
69412,2011561,Airgas Inc          ,Governance Pillar,2,,3.5,,9,,2014-12
659,6010702,Aisin Seiki Co      ,Environmental Pillar,2.5,,1.7,,3,,2014-12
659,6010702,Aisin Seiki Co      ,Social Pillar,2.5,,1.4,,4,,2014-12
659,6010702,Aisin Seiki Co      ,Governance Pillar,2,,2,,5,,2014-12
660,6010906,Ajinomoto Co        ,Environmental Pillar,2.75,,2.9,,8,,2014-12
660,6010906,Ajinomoto Co        ,Social Pillar,3,,1.8,,5,,2014-12
660,6010906,Ajinomoto Co        ,Governance Pillar,2.33333,,3,,6,,2014-12
66243,2507457,Akamai Technologies ,Environmental Pillar,1,,5,,10,,2014-12
66243,2507457,Akamai Technologies ,Social Pillar,1.5,,1.7,,4,,2014-12
66243,2507457,Akamai Technologies ,Governance Pillar,2,,4,,9,,2014-12
85731,B1VLVW7,Akastor ASA         ,Environmental Pillar,2.66667,,2.1,,7,,2014-12
85731,B1VLVW7,Akastor ASA         ,Social Pillar,2.66667,,2.6,,7,,2014-12
85731,B1VLVW7,Akastor ASA         ,Governance Pillar,2.75,,3.6,,8,,2014-12
157535,BQN1C50,Aker Solutions ASA  ,Environmental Pillar,nc,,nc,,nc,,2014-12
157535,BQN1C50,Aker Solutions ASA  ,Social Pillar,nc,,nc,,nc,,2014-12
157535,BQN1C50,Aker Solutions ASA  ,Governance Pillar,nc,,nc,,nc,,2014-12
1173,5458314,Akzo Nobel          ,Environmental Pillar,2.75,,3.1,,7,,2014-12
1173,5458314,Akzo Nobel          ,Social Pillar,2,,4,,10,,2014-12
1173,5458314,Akzo Nobel          ,Governance Pillar,2.33333,,3.9,,10,,2014-12
20315,5730409,Alba (Corp. Fin)    ,Environmental Pillar,1,,1,,4,,2014-12
20315,5730409,Alba (Corp. Fin)    ,Social Pillar,1,,2,,7,,2014-12
20315,5730409,Alba (Corp. Fin)    ,Governance Pillar,2.33333,,2.9,,6,,2014-12
20022,5975006,Alcatel-Lucent      ,Environmental Pillar,2.5,,4.4,,9,,2014-12
20022,5975006,Alcatel-Lucent      ,Social Pillar,2.66667,,4.6,,10,,2014-12
20022,5975006,Alcatel-Lucent      ,Governance Pillar,2.33333,,3.3,,8,,2014-12
1898,2021805,Alcoa               ,Environmental Pillar,3,,3,,7,,2014-12
1898,2021805,Alcoa               ,Social Pillar,3,,3.5,,9,,2014-12
1898,2021805,Alcoa               ,Governance Pillar,2.75,,2.3,,3,,2014-12
64151,2036070,Alexion Pharm       ,Environmental Pillar,2,,0,,1,,2014-12
64151,2036070,Alexion Pharm       ,Social Pillar,1.5,,1.7,,5,,2014-12
64151,2036070,Alexion Pharm       ,Governance Pillar,2.33333,,2.9,,5,,2014-12
73577,7332687,Alfa Laval          ,Environmental Pillar,2,,4.3,,10,,2014-12
73577,7332687,Alfa Laval          ,Social Pillar,2.66667,,2.6,,8,,2014-12
73577,7332687,Alfa Laval          ,Governance Pillar,2.66667,,2.8,,5,,2014-12
76185,6687214,Alfresa Holdings    ,Environmental Pillar,2.5,,1,,3,,2014-12
76185,6687214,Alfresa Holdings    ,Social Pillar,2.8,,0.4,,1,,2014-12
76185,6687214,Alfresa Holdings    ,Governance Pillar,2.33333,,1.7,,2,,2014-12
53059,BRXVS60,Alibaba Health Infor,Environmental Pillar,nc,,nc,,nc,,2014-12
53059,BRXVS60,Alibaba Health Infor,Social Pillar,nc,,nc,,nc,,2014-12
53059,BRXVS60,Alibaba Health Infor,Governance Pillar,nc,,nc,,nc,,2014-12
41494,2011646,Alimentation Couch B,Environmental Pillar,2.33333,,0.9,,4,,2014-12
41494,2011646,Alimentation Couch B,Social Pillar,2.66667,,0.5,,2,,2014-12
41494,2011646,Alimentation Couch B,Governance Pillar,2,,3.5,,6,,2014-12
69426,2016801,Alleghany           ,Environmental Pillar,1,,1,,3,,2014-12
69426,2016801,Alleghany           ,Social Pillar,1.66667,,0.4,,2,,2014-12
69426,2016801,Alleghany           ,Governance Pillar,2.33333,,1.9,,2,,2014-12
30506,2526117,Allegheny Tech      ,Environmental Pillar,3,,1,,2,,2014-12
30506,2526117,Allegheny Tech      ,Social Pillar,3,,1.3,,3,,2014-12
30506,2526117,Allegheny Tech      ,Governance Pillar,2.33333,,3.4,,6,,2014-12
152397,BFRT3W7,Allegion PLC        ,Environmental Pillar,2.25,,0,,1,,2014-12
152397,BFRT3W7,Allegion PLC        ,Social Pillar,2.5,,0.8,,2,,2014-12
152397,BFRT3W7,Allegion PLC        ,Governance Pillar,2.33333,,2.7,,5,,2014-12
69427,2017213,Allergan            ,Environmental Pillar,2,,4.5,,9,,2014-12
69427,2017213,Allergan            ,Social Pillar,2.66667,,4,,10,,2014-12
69427,2017213,Allergan            ,Governance Pillar,2.66667,,2.4,,4,,2014-12
74031,2762030,Alliance Data System,Environmental Pillar,2,,1,,3,,2014-12
74031,2762030,Alliance Data System,Social Pillar,2,,1.3,,4,,2014-12
74031,2762030,Alliance Data System,Governance Pillar,2,,4,,9,,2014-12
39553,2973821,Alliant Energy      ,Environmental Pillar,3,,1.7,,3,,2014-12
39553,2973821,Alliant Energy      ,Social Pillar,2.33333,,2,,5,,2014-12
39553,2973821,Alliant Energy      ,Governance Pillar,2.33333,,2.9,,3,,2014-12
2390,5231485,Allianz SE          ,Environmental Pillar,1,,5,,10,,2014-12
2390,5231485,Allianz SE          ,Social Pillar,2,,4.5,,10,,2014-12
2390,5231485,Allianz SE          ,Governance Pillar,2.33333,,3.9,,10,,2014-12
2932,2019952,Allstate Corp       ,Environmental Pillar,1,,5,,10,,2014-12
2932,2019952,Allstate Corp       ,Social Pillar,1.66667,,1,,6,,2014-12
2932,2019952,Allstate Corp       ,Governance Pillar,2.33333,,3.1,,8,,2014-12
30645,4235864,Alpha Bank          ,Environmental Pillar,1,,3,,5,,2014-12
30645,4235864,Alpha Bank          ,Social Pillar,1.66667,,1.6,,6,,2014-12
30645,4235864,Alpha Bank          ,Governance Pillar,2.33333,,2.3,,4,,2014-12
663,6021500,Alps Electric       ,Environmental Pillar,2.75,,1.6,,4,,2014-12
663,6021500,Alps Electric       ,Social Pillar,2.5,,0.7,,2,,2014-12
663,6021500,Alps Electric       ,Governance Pillar,2.66667,,0.8,,1,,2014-12
39967,B86SZR5,ALS                 ,Environmental Pillar,2,,1.5,,3,,2014-12
39967,B86SZR5,ALS                 ,Social Pillar,2,,2.5,,6,,2014-12
39967,B86SZR5,ALS                 ,Governance Pillar,2.66667,,2.4,,4,,2014-12
30683,B0DJ8Q5,Alstom              ,Environmental Pillar,3,,3.2,,9,,2014-12
30683,B0DJ8Q5,Alstom              ,Social Pillar,3,,3.3,,9,,2014-12
30683,B0DJ8Q5,Alstom              ,Governance Pillar,2.75,,3.6,,8,,2014-12
20965,2021690,Altera Corp.        ,Environmental Pillar,2.33333,,2,,5,,2014-12
20965,2021690,Altera Corp.        ,Social Pillar,2.66667,,0.9,,2,,2014-12
20965,2021690,Altera Corp.        ,Governance Pillar,2.33333,,2.9,,6,,2014-12
153913,BJ3VXS1,Altice SA           ,Environmental Pillar,2,,0.3,,2,,2014-12
153913,BJ3VXS1,Altice SA           ,Social Pillar,1.66667,,0.4,,1,,2014-12
153913,BJ3VXS1,Altice SA           ,Governance Pillar,2,,2,,1,,2014-12
2248,2692632,Altria Group        ,Environmental Pillar,2.75,,3.5,,8,,2014-12
2248,2692632,Altria Group        ,Social Pillar,2.6,,2.8,,7,,2014-12
2248,2692632,Altria Group        ,Governance Pillar,2.5,,3.2,,7,,2014-12
92,6954985,Alumina             ,Environmental Pillar,3,,3,,7,,2014-12
92,6954985,Alumina             ,Social Pillar,3,,1.7,,4,,2014-12
92,6954985,Alumina             ,Governance Pillar,2.66667,,3.5,,6,,2014-12
664,6022105,Amada               ,Environmental Pillar,2.25,,2.2,,6,,2014-12
664,6022105,Amada               ,Social Pillar,2.5,,0,,1,,2014-12
664,6022105,Amada               ,Governance Pillar,2.66667,,0.5,,1,,2014-12
123215,B3MSM28,Amadeus IT Holdings ,Environmental Pillar,1,,5,,10,,2014-12
123215,B3MSM28,Amadeus IT Holdings ,Social Pillar,1.5,,3.3,,10,,2014-12
123215,B3MSM28,Amadeus IT Holdings ,Governance Pillar,2,,3.5,,8,,2014-12
34535,2000019,Amazon.Com          ,Environmental Pillar,2.5,,1.2,,5,,2014-12
34535,2000019,Amazon.Com          ,Social Pillar,2.66667,,1.6,,6,,2014-12
34535,2000019,Amazon.Com          ,Governance Pillar,2.33333,,2.4,,3,,2014-12
10,6066608,Amcor               ,Environmental Pillar,2,,3.4,,9,,2014-12
10,6066608,Amcor               ,Social Pillar,2.5,,2.4,,7,,2014-12
10,6066608,Amcor               ,Governance Pillar,2.33333,,3.9,,8,,2014-12
39022,2256908,Amdocs              ,Environmental Pillar,1,,4,,8,,2014-12
39022,2256908,Amdocs              ,Social Pillar,1.5,,2.3,,7,,2014-12
39022,2256908,Amdocs              ,Governance Pillar,2.33333,,3,,7,,2014-12
1521,28262,Amec Foster Wheeler ,Environmental Pillar,2.75,,2.1,,7,,2014-12
1521,28262,Amec Foster Wheeler ,Social Pillar,2.66667,,2.3,,7,,2014-12
1521,28262,Amec Foster Wheeler ,Governance Pillar,2.75,,3.1,,5,,2014-12
1905,2026242,Amer. Elec Power Co ,Environmental Pillar,3,,2.7,,6,,2014-12
1905,2026242,Amer. Elec Power Co ,Social Pillar,2.66667,,2.3,,6,,2014-12
1905,2026242,Amer. Elec Power Co ,Governance Pillar,2.33333,,3.6,,7,,2014-12
1906,2026082,Amer. Express Co    ,Environmental Pillar,1,,5,,10,,2014-12
1906,2026082,Amer. Express Co    ,Social Pillar,1.5,,2.3,,8,,2014-12
1906,2026082,Amer. Express Co    ,Governance Pillar,2.33333,,3.1,,8,,2014-12
2780,2050832,Ameren Corp         ,Environmental Pillar,2.66667,,0,,1,,2014-12
2780,2050832,Ameren Corp         ,Social Pillar,2,,0.2,,1,,2014-12
2780,2050832,Ameren Corp         ,Governance Pillar,2,,2.5,,2,,2014-12
2345,BCV7KT2,American Airlines Gr,Environmental Pillar,nc,,nc,,nc,,2014-12
2345,BCV7KT2,American Airlines Gr,Social Pillar,nc,,nc,,nc,,2014-12
2345,BCV7KT2,American Airlines Gr,Governance Pillar,nc,,nc,,nc,,2014-12
106376,B2R8TC5,American Capital Age,Environmental Pillar,2.33333,,0.1,,2,,2014-12
106376,B2R8TC5,American Capital Age,Social Pillar,1.66667,,0.4,,3,,2014-12
106376,B2R8TC5,American Capital Age,Governance Pillar,2,,3.5,,8,,2014-12
1911,2027342,American Intl Group ,Environmental Pillar,1,,1,,3,,2014-12
1911,2027342,American Intl Group ,Social Pillar,2,,0.2,,1,,2014-12
1911,2027342,American Intl Group ,Governance Pillar,2.75,,2,,2,,2014-12
134660,B4KS9Q0,American Realty Capi,Environmental Pillar,nc,,nc,,nc,,2014-12
134660,B4KS9Q0,American Realty Capi,Social Pillar,nc,,nc,,nc,,2014-12
134660,B4KS9Q0,American Realty Capi,Governance Pillar,nc,,nc,,nc,,2014-12
69792,B7FBFL2,American Tower Corp ,Environmental Pillar,2.25,,0.4,,3,,2014-12
69792,B7FBFL2,American Tower Corp ,Social Pillar,2.5,,1.2,,6,,2014-12
69792,B7FBFL2,American Tower Corp ,Governance Pillar,2.33333,,3.1,,7,,2014-12
105567,B2R3PV1,American Water Works,Environmental Pillar,2.5,,3.2,,8,,2014-12
105567,B2R3PV1,American Water Works,Social Pillar,1.66667,,3.2,,8,,2014-12
105567,B2R3PV1,American Water Works,Governance Pillar,2,,4,,8,,2014-12
4456,B0J7D57,Ameriprise Financial,Environmental Pillar,1,,1,,4,,2014-12
4456,B0J7D57,Ameriprise Financial,Social Pillar,1.66667,,0.8,,3,,2014-12
4456,B0J7D57,Ameriprise Financial,Governance Pillar,2.33333,,2.9,,6,,2014-12
73212,2795393,AmerisourceBergen   ,Environmental Pillar,2.66667,,0.8,,4,,2014-12
73212,2795393,AmerisourceBergen   ,Social Pillar,2,,0.5,,2,,2014-12
73212,2795393,AmerisourceBergen   ,Governance Pillar,2,,4.5,,7,,2014-12
69529,2089212,Ametek Inc          ,Environmental Pillar,2.25,,0.4,,2,,2014-12
69529,2089212,Ametek Inc          ,Social Pillar,2.75,,0.4,,1,,2014-12
69529,2089212,Ametek Inc          ,Governance Pillar,2.66667,,2,,3,,2014-12
2762,2023607,Amgen Corp          ,Environmental Pillar,2,,3.5,,7,,2014-12
2762,2023607,Amgen Corp          ,Social Pillar,1.5,,1.7,,5,,2014-12
2762,2023607,Amgen Corp          ,Governance Pillar,2,,3.5,,8,,2014-12
57029,6665931,AmoreG              ,Environmental Pillar,2,,1.8,,3,,2014-12
57029,6665931,AmoreG              ,Social Pillar,2,,2.3,,6,,2014-12
57029,6665931,AmoreG              ,Governance Pillar,2,,2.5,,4,,2014-12
